W751071959	false	1985-03-27	2021-12-22		ASSOCIATION BOUEE D'ESPOIR	003015		75116	75	75016	PARIS	FRANCE	FEMME	false	ACTIVE	003000	DÉFENSE DE DROITS FONDAMENTAUX, ACTIVITÉS CIVIQUES	003015	défense des libertés publiques et des droits de l'Homme		ASSOCIATION BOUEE D'ESPOIR	14/03/2017
W302008493	false	1906-07-18	2003-12-12		ASSOCIATION CATHOLIQUE D'ASSISTANCE DU GARD	019000		30189	30	30000	NÎMES	FRANCE	HOMME	false	ACTIVE	019000	INTERVENTIONS SOCIALES	019000	INTERVENTIONS SOCIALES	W302008493	ASSOCIATION CATHOLIQUE D'ASSISTANCE DU GARD	16/08/1909
W423000308	false	1924-05-17	2020-01-20		ASSOCIATION CATHOLIQUE DES SERVICES DE LA JEUNESSE	015045	020015	42223	42	42530	SAINT-GENEST-LERPT	FRANCE	FEMME	false	ACTIVE	015000	ÉDUCATION  FORMATION	015045	établissement de formation professionnelle, de formation continue		ASSOCIATION CATHOLIQUE DES SERVICES DE LA JEUNESSE	23/04/1926
W759000071	false	2005-02-18	2005-02-18		ASSOCIATION CENTRALE D'ENTRAIDE VETERINAIRE	014000		75111	75	75011	PARIS	FRANCE	HOMME	false	ACTIVE	014000	AMICALES, GROUPEMENTS AFFINITAIRES, GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX)	014000	AMICALES, GROUPEMENTS AFFINITAIRES, GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX)		ASSOCIATION CENTRALE D'ENTRAIDE VETERINAIRE	02/04/1892
W751027362	false	1919-11-29	2022-01-27		ASSOCIATION CHAMPIONNET	015000		75118	75	75018	PARIS	FRANCE	HOMME	false	ACTIVE	015000	ÉDUCATION  FORMATION	015000	ÉDUCATION  FORMATION		ASSOCIATION CHAMPIONNET	30/12/1931
W751023685	false	1902-05-15	1902-05-15		ASSOCIATION CORREZIENNE DE PARIS	014045		75116	75	75016	PARIS	FRANCE	HOMME	false	ACTIVE	014000	AMICALES, GROUPEMENTS AFFINITAIRES, GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX)	014045	amicale de personnes originaires d'une même région		ASSOCIATION CORREZIENNE DE PARIS	15/05/1885
W763011650	false	1906-07-13	1906-07-13		ASSOCIATION DE BIENFAISANCE DE LA MADELEINE	014035		76540	76	76000	ROUEN	FRANCE	NON RENSEIGNE	false	ACTIVE	014000	AMICALES, GROUPEMENTS AFFINITAIRES, GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX)	014035	groupements d'entraide et de solidarité		ASSOCIATION DE BIENFAISANCE DE LA MADELEINE	06/12/1906
W073001545	false	1905-12-13	2017-10-23		ASSOCIATION DE BIENFAISANCE PARMI LES PROTESTANTS D'ANNONAY	021020	021020	07010	07	07100	ANNONAY	FRANCE	HOMME	false	ACTIVE	021000	SERVICES FAMILIAUX, SERVICES AUX PERSONNES ÂGÉES	021020	foyers pour personnes âgées, maisons de retraite,  maisons de retraite médicalisées	W073001545	ASSOCIATION DE BIENFAISANCE PARMI LES PROTESTANTS D'ANNONAY	29/11/1906
W263002974	false	1907-03-05	2022-02-14		ASSOCIATION DE BIENFAISANCE PARMI LES PROTESTANTS DE LA PAROISSE DE VALENCE OU DIACONAT PROTESTANT DE VALENCE	040000		26362	26	26000	VALENCE	FRANCE	HOMME	false	ACTIVE	040000	ACTIVITÉS RELIGIEUSES, SPIRITUELLES OU PHILOSOPHIQUES	040000	ACTIVITÉS RELIGIEUSES, SPIRITUELLES OU PHILOSOPHIQUES	W263002974	ASSOCIATION DE BIENFAISANCE PARMI LES PROTESTANTS DE LA PAROISSE DE VALENCE OU DIACONAT PROTESTANT DE VALENCE	29/05/1922
W691089488	false	1901-07-01	2019-02-11		ASSOCIATION DE LA MAISON DE RETRAITE PROTESTANTE DETHEL	019000	023010	69244	69	69160	TASSIN-LA-DEMI-LUNE	FRANCE	HOMME	false	ACTIVE	019000	INTERVENTIONS SOCIALES	019000	INTERVENTIONS SOCIALES		ASSOCIATION DE LA MAISON DE RETRAITE PROTESTANTE DETHEL	30/12/1897
