id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
"W9J1000037";"";"";"";"9J1T";"2011-06-17";"2015-07-10";"2011-07-09";"0001-01-01";"D";"S";"ASSOCIATION DES ARTISANS TAXIS";"A.D.A.T.";"participer à la politique routière et à l'élaboration des textes régissant les activités de transport routier par une aide apportée à la collectivité d'Outre mer de SAINT BARTHELEMY ; former, informer et échanger dans les domaines du transport, de la circulation routière et du tourisme ; organiser la profession du transport terrestre de personnes ; défendre les intérêts de ses membres";"022543";"000000";"";"";"";"";"Colombier";"_";"97701";"97133";"Saint-Barthélemy";"";"";"CHEZ MME MAGRAS LILIANE";"COLOMBIER";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PF";"";"0";"";"A";"2016-01-08 20:00:06"
"W9J1000038";"";"";"";"9J1T";"2011-07-22";"2011-07-22";"2011-08-06";"0001-01-01";"D";"S";"TO B.ART CENTER";"TO B.ART CENTER";"organiser des expositions d'oeuvres d'art existantes ou produites sur place, des évènements et des manifestations culturelles ainsi que la promotion et le soutien aux artistes locaux afin de mettre en valeur le patrimoine culturel et artistique de st barthélemy";"006000";"000000";"Anse des Lézards";"";"";"";"";"_";"97701";"97133";"Saint-Barthélemy";"";"Association TO B.ART CENTER";"Anse des Lézards";"B.P 382";"";"97097";"Saint-Barthélemy CEDEX";"FRANCE";"PM";"";"0";"";"A";"2011-08-08 17:07:36"
"W9J1000039";"";"";"";"9J1T";"2011-07-26";"2021-12-10";"2011-08-06";"0001-01-01";"D";"S";"LES VOILES AU FEMININ";"LES VOILES AU FEMININ";"regrouper des femmes ou jeunes filles désireuses de pratiquer la voile habitable ou sportive en plaisance ou en régate";"011185";"000000";"Villa Carambole";"";"";"";"Anse des Lézards";"_";"97701";"97133";"Saint-Barthélemy";"";"Villa Carambole";"";"Anse des Lézards";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2021-12-15 16:22:32"
"W9J1000040";"";"";"";"9J1T";"2011-09-26";"2015-11-27";"2011-10-15";"0001-01-01";"D";"S";"ESPRIT ATHLE SAINT BARTH";"E. A. S. B.";"développer et contrôler la pratique par ses Membres de l'Athlétisme sous toutes ses formes dans le cadre de la délégation accordée par le Ministère chargé des Sports à la FFA et dans celui du développement durable ; participer à l'organisation de la course sur route de GUSTAVIALOPPET ; offrir à ses membres un loisir sportif et éducatif par l'apprentissage des activités liées à l'Athlétisme ; assurer la représentation de l'Athlétisme sur le plan local ; contribuer à l'animation sportif et culturel sur le territoire de SAINT BARTHELEMY";"011020";"000000";"";"";"";"";"Saint-Jean Carénage";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Saint-Jean Carénage";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2015-11-27 18:04:29"
"W9J1000041";"09/10/86";"";"";"9J1T";"1986-10-29";"2011-11-04";"1986-11-26";"0001-01-01";"D";"S";"BIBLIOTHEQUE ST JOSEPH";"BIBLIOTHEQUE ST JOSEPH";"gérer une bibliothèque à Lorient et promouvoir toutes activités à vocation culturelle";"006070";"000000";"";"";"";"";"Lorient";"_";"97701";"97133";"Saint-Barthélemy";"";"BIBLIOTHEQUE ST JOSEPH";"";"LORIENT";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PF";"";"1";"";"A";"2011-11-18 18:08:32"
"W9J1000042";"";"";"";"9J1T";"2011-11-07";"2017-08-09";"2011-11-19";"0001-01-01";"D";"S";"LES ZANDOLIS";"LES ZANDOLIS";"garder des enfants scolarisés en dehors des heures et périodes scolaires";"021005";"000000";"Ecole primaire de Gustavia";"";"";"";"Gustavia";"_";"97701";"97133";"Saint-Barthélemy";"";"ECOLE PRIMAIRE DE GUSTAVIA";"";"GUSTAVIA";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PF";"";"0";"";"A";"2018-02-07 20:00:02"
"W9J1000043";"04:03:2002";"";"";"9J1T";"2002-03-04";"2011-11-14";"2002-04-06";"0001-01-01";"D";"S";"SAINT-BARTH ATHLETIC CLUB";"S.B.A.C.";"contribuer au développement de l'athlétisme à Saint-Barthélemy ; participer à l'organisation de la course sur route dénommée Gustavialoppet ; contribuer à l'animation sportive et culturelle dans la commune ; maintenir et resserer les liens entre ses membres en participant à des manifestations ou activités locales ; développer les liens d'amitié et de sportivité avec nos amis suédois";"011020";"000000";"chez M. PERRON D'ARC Patrick";"";"";"";"Gustavia";"BP 236_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Gustavia";"BP 236";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"A";"2011-11-23 17:01:23"
"W9J1000044";"";"";"";"9J1T";"2011-11-28";"2014-11-07";"2011-12-10";"0001-01-01";"D";"S";"LES AMIS DE LA SUDERMANIE";"LES AMIS DE LA SUDERMANIE";"organiser des réunions culturelles et philosophiques entre ses membres ; installer et entretenir tous locaux destinés à cet usage ; favoriser les relations entre les groupements partageant les mêmes objectifs";"006000";"000000";"Villa Haïku";"";"";"";"St Jean Plantations";"BP 363_";"97701";"97133";"Saint-Barthélemy";"";"Villa Haïku";"";"St Jean Plantations";"BP 363";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2014-11-12 14:01:43"
"W9J1000045";"";"";"";"9J1T";"2011-12-09";"2013-02-20";"2011-12-31";"0001-01-01";"D";"S";"CONFEDERATION NATIONALE DE DANSE ILE DE SAINT-BARTHELEMY";"CNDSBH";"promouvoir, soutenir, développer l'enseignement, la création, la diffusion et la pratique de la danse sous toutes ses formes ; développer des partenariats avec les collectivités territoriales, les institutions locales et régionales ; prendre en considération le métier de professeur de danse, protéger et défendre les intérêts des danseurs amateurs et professionnels ; assurer des actions régulières auprès du public et des adhérents par l'organisation de colloques, de stages, de spectacles ; vendre des articles portant le logo de la Confédération Nationale de Danse Région Ile de Saint-Barthélemy";"006000";"000000";"Grand Fond";"";"";"";"";"_";"97701";"97133";"Saint-Barthélemy";"";"Grand Fond";"";"";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2013-02-28 20:43:04"
"W9J1000046";"";"";"";"9J1T";"2012-01-23";"2012-01-23";"2012-02-18";"0001-01-01";"D";"S";"ST BARTH REIKI HARMONIE";"ST BARTH REIKI HARMONIE";"partager et prendre connaissances de soin énergétique, de massage, de bien-être à la personne, par le biais d'actions, d'organisation de stages, d'évènements, de divers ateliers de formation et d'information";"017135";"000000";"Grand cul de sac";"";"";"";"";"_";"97701";"97133";"Saint-Barthélemy";"";"";"Grand cul de sac";"";"B.P 580";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2012-02-23 17:35:10"
"W9J1000047";"";"";"";"9J1T";"2012-02-08";"2019-03-07";"2012-02-25";"0001-01-01";"D";"S";"GROUPE FOLKLORIQUE FRANCO PORTUGAIS DE SAINT-BARTHELEMY";"G.F.F.P.S.B.";"faire découvrir les chants, danses, musiques, coutumes et traditions de notre pays au habitants de l'île de Saint-Barthélemy sous forme de cours de danse folklorique, manifestations";"006040";"006030";"";"";"";"";"Salines";"_";"97701";"97133";"Saint-Barthélemy";"";"chez Charles LAPLACE";"";"Salines";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2019-03-08 14:01:18"
"W9J1000048";"";"";"";"9J1T";"2012-03-06";"2012-03-06";"2012-03-24";"0001-01-01";"D";"S";"USEP ST BARTH";"USEP ST BARTH";"contribuer à la formation du jeune citoyen par le développement de la responsabilité, du civisme, de l'autonomie au travers de la pratique d'activités physiques, sportives, d'activités socioculturelles ; contribuer à l'éducation globale des enfants";"009015";"011000";"Ecole primaire";"";"";"";"Gustavia";"_";"97701";"97133";"Saint-Barthélemy";"";"Ecole primaire";"rue de l'Eglise";"Gustavia";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2012-03-24 18:45:43"
"W9J1000049";"";"";"";"9J1T";"2012-03-27";"2012-03-27";"2012-04-07";"0001-01-01";"D";"S";"ST BARTH LANGUAGE CAFE";"ST BARTH LANGUAGE CAFE";"promouvoir l'apprentissage des langues étrangères à St Barthélemy par la rencontre de personnes de nationalités différentes et désireuses de pratiquer une langue étrangère par l'intermédiaire d'évènements et d'actions";"006110";"000000";"";"";"";"";"Colombier";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Colombier";"";"97133";"Saint-Barthélemy";"FRANCE";"PL";"";"0";"";"A";"2012-04-07 12:46:06"
"W9J1000050";"";"";"";"9J1T";"2012-04-25";"2012-04-25";"2012-05-19";"0001-01-01";"D";"S";"WINE TASTERS OF ST BARTH";"WINE TASTERS OF ST BARTH";"développer des activités culturelles liées à la découverte des vignobles et des terroirs de qualité du monde entier";"007060";"000000";"Tom Beach Hôtel";"";"";"";"Saint-Jean";"_";"97701";"97133";"Saint-Barthélemy";"";"Tom Beach Hôtel";"";"Saint-Jean";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2012-05-19 12:45:28"
"W9J1000051";"19/02/1997";"";"";"9J1T";"1997-02-19";"2022-01-04";"1997-03-26";"0001-01-01";"D";"S";"FESTIVAL DE MUSIQUE DE SAINT-BARTHELEMY";"FESTIVAL DE MUSIQUE DE SAINT-BARTHE...";"développer la pratique de la musique notamment en organisant des concerts, des spectacles de danse, des cours publics, des auditions en donnant des bourses ou en aidant des jeunes gens à obtenir des bourses qui leur permettent de développer leur éducation musicale et artistique";"006030";"000000";"Gustavia";"11";"";"RUE";"DES MARINS";"_";"97701";"97133";"Saint-Barthélemy";"DE BROFF FRANCES";"CHEZ MME OLIVAUD SOPHIE";"GUSTAVIA";"11 RUE DES NORMANDS";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PF";"";"1";"";"A";"2022-01-17 17:56:31"
"W9J1000052";"";"";"";"9J1T";"2012-05-11";"2012-05-11";"2012-05-26";"0001-01-01";"D";"S";"LA PERLE DE SAINT BARTHELEMY";"LA PERLE";"promouvoir les actions de formation aux métiers de l'hôtellerie sur le territoire de la collectivité de Saint-Barthélemy";"023040";"000000";"Gustavia";"48";"";"RUE";"de la paix";"_";"97701";"97133";"Saint-Barthélemy";"";"Gustavia";"";"48  rue DE LA  PAIX";"";"97133";"Saint-Barthélemy";"FRANCE";"PL";"";"0";"";"A";"2012-05-29 14:51:28"
"W9J1000053";"";"";"";"9J1T";"2012-05-29";"2012-10-29";"2012-06-09";"0001-01-01";"D";"S";"UN ESPOIR POUR LOUCAS";"UN ESPOIR POUR LOUCAS";"collecter des fonds auprès du public, des entreprises, des fondations et des collectivités françaises afin de financer l'ensemble des frais afférents à l'intervention chirurgicale dénommée ""myoténofasciotomie"" actuellement pratiquée en Espagne, assurer le suivi post-opératoire dans un centre spécialisé aux Etats-Unis pour l'enfant Loucas MOREIRA BERNARDO atteint d'une infirmité motrice cérabrale dûe à une grande prématurité";"017000";"000000";"";"";"";"";"Vitet";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"VITET";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2012-12-06 14:06:50"
"W9J1000054";"";"";"";"9J1T";"2012-05-21";"2012-05-21";"2012-06-09";"0001-01-01";"D";"S";"SOS CARAPACE";"SOS CARAPACE";"sauvegarder les tortues de terre de l'île de Saint-Barthélemy";"024026";"000000";"";"";"";"";"Lurin";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Lurin";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2012-06-09 12:45:19"
"W9J1000055";"";"";"";"9J1T";"2012-05-25";"2015-09-18";"2012-06-09";"2015-08-07";"D";"S";"OUANALAO FOOTBALL CLUB";"O.F.C.";"pratiquer le football";"011075";"000000";"lot la plantation";"";"";"";"Saint-Jean";"_";"97701";"97133";"Saint-Barthélemy";"";"LOT LA PLANTATION";"";"SAINT-JEAN";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"D";"2015-09-21 14:25:44"
"W9J1000056";"20/11/2002";"";"";"9J1T";"2002-11-20";"2017-11-17";"2003-02-15";"0001-01-01";"D";"S";"ASSOCIATION PLONGEE CARAIBES";"ASSOCIATION PLONGEE CARAIBES";"pratiquer et enseigner la plongée sous-marine du débutant au monitorat et ses activités annexes : nage avec palme en mer ou en milieu artificiel ; apnée en mer ou en milieu artificiel ; toutes activités mettant en jeu des techniques utilisées en plongée sous-marine ; initiation de la plongée auprès des enfants";"011125";"000000";"Apt 3 maison Clébert QUESTEL";"";"";"";"Anse des Cayes";"_";"97701";"97133";"Saint-Barthélemy";"";"B.P 1028";"";"ST JEAN";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PM";"";"1";"";"A";"2017-12-09 12:45:40"
"W9J1000057";"";"";"";"9J1T";"2012-07-18";"2013-10-02";"2012-07-28";"0001-01-01";"D";"S";"SAINT-BARTH JUJITSU";"SAINT-BARTH JUJITSU";"rassembler les pratiquants de Ju-Jitsu traditionnel, judo, taiso, self défense";"011140";"011150";"";"";"";"";"";"_COLOMBIER";"97701";"97133";"Saint-Barthélemy";"";"";"";"COLOMBIER";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2013-10-03 20:18:04"
"W9J1000058";"";"";"";"9J1T";"2012-09-06";"2012-09-06";"2012-09-29";"0001-01-01";"D";"S";"TRAIL ST BARTH TEAM";"TRAIL ST BARTH TEAM";"pratiquer le trail, les courses de montagne, les randonnées sportives et de loisirs";"011020";"011115";"";"31";"";"LOT";"Pointe Milou";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"31  lotissement Pointe Milou";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2012-09-29 12:45:16"
"W9J1000059";"";"";"";"9J1T";"2012-09-26";"2013-11-20";"2012-10-13";"2013-11-18";"D";"S";"AI KI KON GEN";"A.K.K.G.";"transmettre les moyens d'harmonisation des forces physiques et philosophiques par les arts martiaux, AIKIDO et autres Arts Martiaux";"040000";"000000";"Saline";"";"";"";"";"_";"97701";"97133";"Saint-Barthélemy";"";"le tamarin";"";"route de saline";"";"97133";"Saint-Barthélemy";"FRANCE";"PL";"";"0";"";"D";"2013-12-03 20:19:44"
"W9J1000060";"";"";"";"9J1T";"2012-10-23";"2012-10-23";"2012-11-03";"0001-01-01";"D";"S";"SHOWBIZHARMONY";"SHOWBIZHARMONY";"créer, réaliser et produire des spectacles vivants ainsi que toutes manifestations artistiques, culturelle, sportives et de loisirs dans un cadre de diffusion le plus large possible, pour tout public, faisant intervenir des artistes professionnels ou non, bénévoles ou non et de tout âge ; organiser le planning de la salle louée par l'association afin de promouvoir toutes activités permettant l'insertion, l'épanouissement et l'entretien physique de ses adhérents en partenariat ou non avec d'autres associations ; faire appel à des professionnels du spectacle ainsi qu'à des professionnels des métiers de la forme, rémunérés ou bénévoles qui pourront disposer de son local contre rémunération ou non";"006100";"011192";"";"";"";"";"Corossol";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Corossol";"";"97133";"Saint-Barthélemy";"FRANCE";"PL";"";"0";"";"A";"2012-11-03 12:46:12"
"W9J1000061";"";"";"";"9J1T";"2012-11-14";"2016-12-13";"2012-11-24";"2016-12-13";"D";"S";"M.A.M. TENDR'EVEIL";"M.A.M. TENDR'EVEIL";"accueillir collectivement de jeunes enfants ; promouvoir toute action contribuant au bien des enfants et des parents en écoutant, conseillant et soutenant les familles ; proposer aux enfants des animations visant l'apprentissage de valeurs morales et civiques";"021005";"000000";"";"";"";"";"Colombier";"_";"97701";"97133";"Saint-Barthélemy";"";"Chez M. Christian TURBE";"";"Colombier";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"D";"2016-12-13 21:28:26"
"W9J1000062";"14/08/2007";"";"";"9J1T";"2007-08-14";"2019-06-03";"2007-09-08";"0001-01-01";"D";"S";"SAINT BARTH TENNIS CLUB";"SAINT BARTH TENNIS CLUB";"pratiquer le tennis et participer à l'épanouissement de la jeunesse";"011165";"000000";"La plaine des jeux";"";"";"";"Saint-Jean";"_";"97701";"97133";"Saint-Barthélemy";"";"La plaine des jeux";"";"Saint-Jean";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"A";"2019-06-06 18:31:04"
"W9J1000063";"";"";"";"9J1T";"2012-12-03";"2013-09-05";"2012-12-22";"0001-01-01";"D";"S";"EGLISE ANGLICANE DE SAINT-BARTHELEMY";"EGLISE ANGLICANE DE SAINT-BARTHELEMY";"assurer la célébration du culte anglican et pouvoir en tout ou partie aux frais et besoins de ce culte";"040000";"000000";"Gustavia";"";"";"RUE";"Samuel Fahlberg";"_";"97701";"97133";"Saint-Barthélemy";"";"Gustavia";"";"rue Saint-Thomas";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2013-09-16 14:50:29"
"W9J1000064";"";"";"";"9J1T";"2012-12-18";"2012-12-18";"2013-01-26";"0001-01-01";"D";"S";"ADVENTURE CLUB ST BARTH";"ADVENTURE CLUB ST BARTH";"initier, gérer, enseigner le sport tel que stand up paddle, surf, bodyboard, kick boxing, boxe américaine et la culture ; organiser tous types de manifestations culturelles et sportives visant à favoriser le développement et l'expansion de la culture et du sport";"011005";"000000";"";"";"";"";"";"_";"97701";"97133";"Saint-Barthélemy";"";"chez RAMETTE Pascal";"anse des lézards";"";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2013-01-26 12:45:13"
"W9J1000065";"";"";"";"9J1T";"2013-01-11";"2014-08-08";"2013-01-26";"0001-01-01";"D";"S";"HAPPY FEET";"HAPPY FEET";"promouvoir et développer la pratique des danses en couple et danses en ligne à St Barthélemy";"006040";"000000";"Gustavia";"6";"";"RUE";"de la république";"_";"97701";"97133";"Saint-Barthélemy";"";"Gustavia";"";"";"B.P 336";"97096";"Saint-Barthélemy CEDEX";"FRANCE";"PM";"";"0";"";"A";"2014-09-02 20:52:11"
"W9J1000066";"";"";"";"9J1T";"2013-01-31";"2015-06-16";"2013-02-09";"0001-01-01";"D";"S";"SENZALA OUANALAO CAPOEIRA";"S.O.C.A";"permettre l'initiation, la découverte, l'apprentissage, le perfectionnement et l'approche de la philosophie inculquée par la culture afro-brésilienne ou caribéenne tant dans le domaine sportif, musical, culinaire ou toutes autres activités s'y rapportant";"006000";"011000";"Villa Turtle";"";"";"";"Corossol";"_";"97701";"97133";"Saint-Barthélemy";"";"LES MANGLIERS";"";"SAINT-JEAN";"BP1322";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PM";"";"0";"";"A";"2015-12-15 20:00:04"
"W9J1000067";"06/08/2008";"";"";"173P";"2008-08-06";"2015-04-23";"2008-09-13";"0001-01-01";"D";"S";"ASSOCIATION DU CH'AN EUROPE";"ADCE";"faire connaître et promouvoir la tradition du Ch'an et ses application dans les techniques de méditation, de psychologie, favoriser les échanges entre les usagers du Ch'an";"040000";"000000";"";"1";"";"RUE";"de la Béarnoise";"";"17300";"17000";"Rochelle";"";"";"";"Les hauts de Saint-Jean";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"A";"2015-10-23 20:00:04"
"W9J1000068";"";"";"";"9J1T";"2013-02-20";"2015-05-28";"2013-03-09";"0001-01-01";"D";"S";"ST BARTH ILE D'ART";"SBIA";"concevoir, organiser et promouvoir la tenue et le développement de manifestations culturelles et artistiques à Saint-Barthélemy ; faire découvrir et faire reconnaître nationalement et internationalement le patrimoine et le potentiel artistique de Saint-Barthélemy ; contribuer à soutenir la collectivité de Saint-Barthélemy et son comité du tourisme pour promouvoir l'identité culturelle de Saint-Barthélemy et son patrimoine historique et artistique ; éditer des livres sur l'art sous toutes ses formes ; offrir aux artistes de Saint-Barthélemy ainsi qu'aux artistes de passage des lieux d'exposition et d'organisation de manifesttations culturelles";"006000";"000000";"Gustavia";"4";"";"RUE";"Général de Gaulle";"_";"97701";"97133";"Saint-Barthélemy";"";"GUSTAVIA";"";"4 RUE GéNéRAL DE GAULLE";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PF";"";"0";"";"A";"2015-11-26 20:00:02"
"W9J1000069";"";"";"";"721S";"2013-03-22";"2017-10-09";"2013-04-13";"0001-01-01";"D";"S";"DROITURE EN PAYS FLÉCHOIS";"DROITURE";"promouvoir la démocratie directe à l'échelle locale par la mise en place d'expériences d'externalisation sur le terrain, par le biais notamment des plateformes de « crowdsourcing » et des plateformes collaboratives d'« editing », ainsi que les principes de probité, de loyauté et de respect des engagements pris devant la population, dans la perspective notamment des prochaines échéances électorales locales ;";"001020";"000000";"";"2";"";"BD";"DE MONTREAL";"";"72154";"72200";"Flèche";"";"";"";"B.P 70";"";"97095";"Saint-Barthélemy Cédex";"FRANCE";"PM";"";"0";"";"A";"2018-04-10 20:00:02"
"W9J1000070";"";"";"";"9J1T";"2013-04-08";"2013-04-08";"2013-04-20";"0001-01-01";"D";"S";"LOUEURS DE VOITURES AYANT LEUR POINT DE VENTE A L'AEROPORT DE SAINT-BARTHELEMY";"LOUEURS DE VOITURES AYANT LEUR POIN...";"étudier et défendre les droits ainsi que les intérêts matériels et moraux tant collectifs qu'individuels des loueurs de voitures ayant leur point de vente à l'aéroport de Saint-Jean - SAINT-BARTHELEMY";"022530";"023040";"";"";"";"";"Anse des Cayes";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Anse des Cayes";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2013-04-20 12:45:52"
"W9J1000071";"13/03/2003";"";"";"9J1T";"2003-03-13";"2015-12-02";"2003-05-03";"2015-05-14";"D";"S";"CLUB UNESCO SAINT-BARTHELEMY CARAIBES";"CLUB UNESCO SAINT-BARTHELEMY CARAIBES";"contribuer à une meilleure compréhension internationale et interculturelle conformément aux principes et idéaux de l'Unesco et intéresser ses membres et l'opinion publique aux problèmes que l'Unesco s'efforce de résoudre dans le monde";"002020";"000000";"Hôtel de ville";"";"";"";"gustavia";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"";"B.P 566";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"D";"2015-12-02 16:39:16"
"W9J1000072";"";"";"";"9J1T";"2013-04-23";"2013-04-23";"2013-05-04";"0001-01-01";"D";"S";"ASSOCIATION NATIONALE DE FINANCEMENT DE DROITURE";"A.N.F.D.";"recueillir les fonds destinés au seul financement du parti Droiture, conformément aux dispositions de l'article 11-1 de la loi n° 88-227 du 11 mars 1988, modifiée, relative à la transparence financière de la vie politique";"001010";"000000";"La Soleillade";"";"";"LD";"Grand cul de sac";"_";"97701";"97133";"Saint-Barthélemy";"";"DROITURE";"";"";"B.P 70";"97095";"Saint-Barthélemy Cédex";"FRANCE";"PM";"";"0";"";"A";"2013-05-07 20:32:47"
"W9J1000073";"";"";"";"9J1T";"2013-05-14";"2015-12-03";"2013-06-08";"0001-01-01";"D";"S";"LA POINTE EN MOUVEMENT";"L.P.M.";"faire découvrir, initier et apprendre la culture caribéenne en général à travers le carnaval (tambours à peau, rythmes musicaux, confection de costumes, etc..), la musique (Gwo Ka, percussions, etc...), la réalisation d'instruments musicaux (tambours, chachas, coques à lambi, etc...), le chant, la langue créole, ainsi que toutes autres activités s'y rapportant de près ou de loin";"006030";"006090";"";"12";"";"RUE";"de la paix";"_gustavia";"97701";"97133";"Saint-Barthélemy";"";"28 Rue Irénée de Bruyn";"";"Gustavia";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2015-12-07 20:36:51"
"W9J1000074";"";"";"";"9J1T";"2013-08-07";"2020-01-10";"2013-08-31";"0001-01-01";"D";"S";"FLEUR AUSTRALE EXPEDITIONS";"FLEUR AUSTRALE EXPEDITIONS";"connaître et sauvegarder les océans ; effectuer des prélèvements d'eau de mer pour la salinité et la température ; effectuer tout type de prélèvement pour la connaissance du milieu ; filmer en sous-marin pour l'étude des déchets flottants ; effectuer des relevés météo ; filmer, photographier le monde animal ; filmer, photographier les activités, associations, liées au monde maritime, pour son exploitation et sa sauvegarde";"024010";"000000";"";"";"";"";"Dévé";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Dévé";"B.P 439";"97097";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2020-01-14 14:57:21"
"W9J1000075";"";"";"";"9J1T";"2013-08-19";"2013-08-19";"2013-08-31";"0001-01-01";"D";"S";"EN TOUTE FRANCHISE ILE DE SAINT-BARTHELEMY";"EN TOUTE FRANCHISE ILE DE SAINT-BAR...";"promouvoir un développement économique harmonieux et durable de l'île de saint-barthélemy fondé sur la liberté d'entreprendre et l'équilibre social ; représenter les franchisés, ex-franchisés et les commerçants indépendants devant les pouvoirs publics, défendre leurs droits et leurs intérêts ; faire respecter les textes légaux et réglementaires ; assurer par tous moyens légaux la promotion de la profession de commerçant indépendant et de l'artisan sous toutes leurs formes et d'agir pour le développement de la liberté d'entreprendre, fondement des activités commerciales et artisanales dans le cadre d'actions devant les juridictions judiciaires, administratives, pénales concernant les décisions territoriales d'aménagement commercial ou nationales relatives à l'île de saint-barthélemy";"023025";"023007";"";"";"";"";"Colombier";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"";"B.P 38";"97098";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2013-08-31 12:45:42"
"W9J1000076";"12/11/2004";"";"";"9J1T";"2004-11-12";"2021-10-14";"2004-12-25";"0001-01-01";"D";"S";"SAINT-BARTH ENVIRONNEMENT ET DEVELOPPEMENT DURABLE";"SAINT-BARTH ENVIRONNEMENT ET DEVELO...";"participer à la préservation et à la valorisation de l'environnement de Saint-Barthélemy ; contribuer au développement durable de Saint-Barthélemy";"024050";"000000";"Gustavia";"";"";"RUE";"de la République";"_";"97701";"97133";"Saint-Barthélemy";"";"Gustavia";"";"rue de la République";"B.P 59";"97133";"Saint-Barthélemy";"FRANCE";"PM";"www.saintbarthenvironnement.com";"1";"";"A";"2021-11-18 19:24:46"
"W9J1000077";"";"";"";"9J1T";"2013-08-23";"2013-08-23";"2013-09-07";"0001-01-01";"D";"S";"ART SAINT BARTH";"ART SAINT BARTH";"promouvoir l'art sous toutes ses formes ; accompagner les artistes dans une volonté forte de partage, de création, d'échanges et de rencontres";"006100";"000000";"";"";"";"";"Grand Cul de Sac";"_";"97701";"97133";"Saint-Barthélemy";"";"villa Phare Caraïbes";"";"Grand Cul de Sac";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2013-09-07 12:45:29"
"W9J1000078";"";"";"";"9J1T";"2013-08-27";"2013-08-27";"2013-09-14";"0001-01-01";"D";"S";"OBSERVATOIRE DU TRANSPORT AERIEN ET MARITIME";"OBSERVATOIRE DU TRANSPORT";"favoriser l'échange entre acteurs du transport aérien et maritime dans le but de contribuer à l'amélioration de la sécurité, de la sûreté et du confort des acteurs et usagers";"023045";"000000";"";"";"";"";"Anse des Cayes";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Anse des Cayes";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2013-09-14 12:45:27"
